html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
genesis-to-quantum\gtq-04a-the-decoherence-curve.html,The Decoherence Curve - GTQ Tangent 04A,2,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\[6.6] LOGOS_V3\Logos Story\GTQ_04A_The_Decoherence_Curve.md,GTQ_04A_The_Decoherence_Curve,80:O:\_Theophysics_v3\04_THEOPYHISCS\[6.6] LOGOS_V3\Logos Story\GTQ_04A_The_Decoherence_Curve.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_04A_The_Decoherence_Curve.md
genesis-to-quantum\gtq-04b-how-lies-kill.html,How Lies Kill — Genesis to Quantum,1,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_04B_How_Lies_Kill.md,GTQ_04B_How_Lies_Kill,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_04B_How_Lies_Kill.md
genesis-to-quantum\gtq-05-macarthur-and-the-equation.html,GTQ-05 MacArthur and the Equation — Genesis to Quantum,4,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_03A_MacArthur_And_The_Equation.md,GTQ_03A_MacArthur_And_The_Equation,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_03A_MacArthur_And_The_Equation.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\03-A_MacArthur and the Equation.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\03-A_MacArthur and the Equation.md; 80:O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md
genesis-to-quantum\gtq-05-macarthur-equation.html,GTQ-05 MacArthur and the Equation — Genesis to Quantum,4,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_03A_MacArthur_And_The_Equation.md,GTQ_03A_MacArthur_And_The_Equation,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_03A_MacArthur_And_The_Equation.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\03-A_MacArthur and the Equation.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\03-A_MacArthur and the Equation.md; 80:O:\_Theophysics_v3\99_TAG_NOTES\08_CONCEPTS\Types\E_Equation.md
genesis-to-quantum\gtq-05-the-substrate-fractured.html,Article 05: The Substrate Fractured — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05_The_Substrate_Fractured.md,GTQ_05_The_Substrate_Fractured,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05_The_Substrate_Fractured.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\SECULAR\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md
genesis-to-quantum\gtq-05a-trinity-mechanism.html,The Trinity Mechanism — Genesis to Quantum,11,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06A_The_Trinity_Mechanism.md,GTQ_06A_The_Trinity_Mechanism,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06A_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\00_Canonical\03_PUBLICATIONS\Submissions\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[6.5] JS-SERIES\10_Trinity_Supplements\JSC_Supplement_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[6.6] LOGOS_V3\05_PUBLICATIONS\Submissions\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[6.8] The_Moral_Decay_of_America_Project\03_PUBLICATIONS\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.5] JS-SERIES\10_Trinity_Supplements\JSC_Supplement_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-A_The Trinity Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.9] DUALITY_PROJECT\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05A_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-A_The Trinity Mechanism.md
genesis-to-quantum\gtq-05b-trinity-timeline.html,The Trinity Timeline — Genesis to Quantum,4,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06B_The_Trinity_Timeline.md,GTQ_06B_The_Trinity_Timeline,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06B_The_Trinity_Timeline.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-B_The Trinity Timeline.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05B_Trinity_Timeline.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-B_The Trinity Timeline.md
genesis-to-quantum\gtq-05c-why-physics-is-broken-in-two.html,Why Physics Is Broken in Two — Genesis to Quantum,1,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05C_Why_Physics_Is_Broken_In_Two.md,GTQ_05C_Why_Physics_Is_Broken_In_Two,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05C_Why_Physics_Is_Broken_In_Two.md
genesis-to-quantum\gtq-06-three-pathways.html,GTQ-06 The Three Pathways — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_03B_The_Three_Pathways.md,GTQ_03B_The_Three_Pathways,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_03B_The_Three_Pathways.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\03-B_The Three Pathways.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\03-B_The Three Pathways.md
genesis-to-quantum\gtq-06-why-reality-needs-three.html,Article 06: Why Reality Needs Three — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06_Why_Reality_Needs_Three.md,GTQ_06_Why_Reality_Needs_Three,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06_Why_Reality_Needs_Three.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\05_Why Reality Needs Three.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\05_Why Reality Needs Three.md
genesis-to-quantum\gtq-07-the-photon-isnt-watching.html,Article 07: Why the Photon Isn't Watching You Back — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\06_Why the Photon Isn't Watching You Back.md,06_Why the Photon Isn't Watching You Back,80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\06_Why the Photon Isn't Watching You Back.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\06_Why the Photon Isn't Watching You Back.md
genesis-to-quantum\gtq-07-why-god-drowned-everybody.html,GTQ-07 Why Did God Drown Everybody? — Genesis to Quantum,5,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\Why Did God Drown Everybody.md,Why Did God Drown Everybody,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\Why Did God Drown Everybody.md; 100:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\Why Did God Drown Everybody.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\THE CONVERGENCE SERIES\01_Why Did God Drown Everybody.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\THE CONVERGENCE SERIES\01_Why Did God Drown Everybody.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\THE CONVERGENCE SERIES\01_Why Did God Drown Everybody.md
genesis-to-quantum\gtq-07a-empirical-testing.html,Empirical Testing of the Master Equation — Genesis to Quantum,15,80,contains-title,O:\_Theophysics_v3\00_ARCHIVE\WRONG_LAW_ORDERING\__Master EQ.md,__Master EQ,80:O:\_Theophysics_v3\00_ARCHIVE\WRONG_LAW_ORDERING\__Master EQ.md; 80:O:\_Theophysics_v3\00_Canonical\01_CORE\MASTER_EQUATION\03_FORMAL_MATH\_MASTER_EQUATION.md; 80:O:\_Theophysics_v3\00_Canonical\01_CORE\MASTER_EQUATION\03_FORMAL_MATH\THE_MASTER_EQUATION.md; 80:O:\_Theophysics_v3\00_Canonical\01_CORE\MASTER_EQUATION\Master Eq\_new\10 Laws\Law 10 - Self_Organization_Trinity\Assets\Master Equation.md; 80:O:\_Theophysics_v3\00_Canonical\01_CORE\MASTER_EQUATION\Master Eq\_new\10 Laws\Law 7 - Quantum_Mechanics_Prophecy\Assets\Master Equation.md; 80:O:\_Theophysics_v3\00_Canonical\Glossary\_STRUCTURED_DRAFTS_GUI\core\Master Equation.md; 80:O:\_Theophysics_v3\00_Canonical\Glossary\Master Equation.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.1] Cross-Domain Coherence Project\10_Trinity\10_Laws\Law_01_Gravity_Sin\Master Equation.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.2] Foundations\Master-Equation.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\Foundations\Master-Equation.md
genesis-to-quantum\gtq-08-day-time-began.html,GTQ-08 The Day Time Began — Genesis to Quantum,9,100,exact-title,O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md,the-day-time-began,100:O:\_Theophysics_v3\00_Publication\___TODAY\NOTEBOOK\the-day-time-began.md; 100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_04_The_Day_Time_Began.md; 100:O:\_Theophysics_v3\04_THEOPYHISCS\SECULAR\___THE CONVERGENCE TX 6.6\THE_DAY_TIME_BEGAN.md; 100:O:\_Theophysics_v3\ZZZ_DUPLICATES\00_Publication\___TODAY\The Day Time Began\DTB\the-day-time-began.md; 100:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\THE_DAY_TIME_BEGAN.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\04_The Day Time Began.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\_ARCHIVE\02_The Day Time Began_DUPE.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\04_The Day Time Began.md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\00_Publication\___TODAY\The Day Time Began\DTB\THE_DAY_TIME_BEGAN-ORIGINAL.md
genesis-to-quantum\gtq-08-god-doesnt-need-a-clock.html,Article 08: The Eraser and the Cross — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\07_The Eraser and the Cross.md,07_The Eraser and the Cross,80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\07_The Eraser and the Cross.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\07_The Eraser and the Cross.md
genesis-to-quantum\gtq-08a-the-temporal-trap.html,The Temporal Trap · Genesis to Quantum Tangent 08A,1,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_08A_The_Temporal_Trap.md,GTQ_08A_The_Temporal_Trap,80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_08A_The_Temporal_Trap.md
genesis-to-quantum\gtq-08b-how-god-restores.html,How God Restores — Genesis to Quantum,1,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_08B_How_God_Restores.md,GTQ_08B_How_God_Restores,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_08B_How_God_Restores.md
genesis-to-quantum\gtq-08c-science-behind-restoration.html,The Science Behind Restoration — Genesis to Quantum,1,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_08C_Science_Behind_Restoration.md,GTQ_08C_Science_Behind_Restoration,80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_08C_Science_Behind_Restoration.md
genesis-to-quantum\gtq-09-decoherence-curve.html,GTQ-09 The Decoherence Curve — Genesis to Quantum,4,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[6.6] LOGOS_V3\Logos Story\GTQ_04A_The_Decoherence_Curve.md,GTQ_04A_The_Decoherence_Curve,100:O:\_Theophysics_v3\04_THEOPYHISCS\[6.6] LOGOS_V3\Logos Story\GTQ_04A_The_Decoherence_Curve.md; 100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_04A_The_Decoherence_Curve.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\04-A_The Decoherence Curve.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\04-A_The Decoherence Curve.md
genesis-to-quantum\gtq-09-same-god-both-testaments.html,Article 09: The Same God in Both Testaments — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-09a-regime-dependent-theology.html,Regime-Dependent Theology — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_09A_Regime_Dependent_Theology.md,GTQ_09A_Regime_Dependent_Theology,"100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_09A_Regime_Dependent_Theology.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\_STAGING\THE STRUCTURAL CASE FOR REGIME-DEPENDENT THEOLOGY Yep, OK..md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\_STAGING\THE STRUCTURAL CASE FOR REGIME-DEPENDENT THEOLOGY Yep, OK..md"
genesis-to-quantum\gtq-09b-civilizational-decay.html,Isomorphism & Civilizational Decay — Genesis to Quantum,1,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_09B_Isomorphism_Civilizational_Decay.md,GTQ_09B_Isomorphism_Civilizational_Decay,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_09B_Isomorphism_Civilizational_Decay.md
genesis-to-quantum\gtq-10-how-lies-kill.html,GTQ-10 How Lies Kill — Genesis to Quantum,1,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_04B_How_Lies_Kill.md,GTQ_04B_How_Lies_Kill,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_04B_How_Lies_Kill.md
genesis-to-quantum\gtq-10-the-counter-move.html,Article 10: The Counter-Move — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_10_The_Counter_Move.md,GTQ_10_The_Counter_Move,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_10_The_Counter_Move.md; 80:O:\_Theophysics_v3\David\____ THE TRUTH\SECTION — The Counter-Move.md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\David\ZZZ_Archive\THE_TRUTH_ORIGINAL\SECTION — The Counter-Move.md
genesis-to-quantum\gtq-10a-why-the-pattern-is-the-signal.html,Why the Pattern Is the Signal — Genesis to Quantum,1,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_10A_Why_The_Pattern_Is_The_Signal.md,GTQ_10A_Why_The_Pattern_Is_The_Signal,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_10A_Why_The_Pattern_Is_The_Signal.md
genesis-to-quantum\gtq-11-substrate-fractured.html,GTQ-11 The Substrate Fractured — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05_The_Substrate_Fractured.md,GTQ_05_The_Substrate_Fractured,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05_The_Substrate_Fractured.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\SECULAR\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md; 80:O:\_Theophysics_v3\ZZZ_DUPLICATES\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\05_The_Substrate_Fractured.md
genesis-to-quantum\gtq-12-trinity-mechanism.html,GTQ-12 The Trinity Mechanism — Genesis to Quantum,11,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06A_The_Trinity_Mechanism.md,GTQ_06A_The_Trinity_Mechanism,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06A_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\00_Canonical\03_PUBLICATIONS\Submissions\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[6.5] JS-SERIES\10_Trinity_Supplements\JSC_Supplement_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[6.6] LOGOS_V3\05_PUBLICATIONS\Submissions\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[6.8] The_Moral_Decay_of_America_Project\03_PUBLICATIONS\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.5] JS-SERIES\10_Trinity_Supplements\JSC_Supplement_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-A_The Trinity Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.9] DUALITY_PROJECT\Trinity_and_Resurrection\MANUSCRIPT_The_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05A_Trinity_Mechanism.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-A_The Trinity Mechanism.md
genesis-to-quantum\gtq-13-trinity-timeline.html,GTQ-13 The Trinity Timeline — Genesis to Quantum,4,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06B_The_Trinity_Timeline.md,GTQ_06B_The_Trinity_Timeline,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06B_The_Trinity_Timeline.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-B_The Trinity Timeline.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05B_Trinity_Timeline.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\Tagent\05-B_The Trinity Timeline.md
genesis-to-quantum\gtq-14-physics-broken-in-two.html,GTQ-14 Why Physics Is Broken in Two — Genesis to Quantum,1,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05C_Why_Physics_Is_Broken_In_Two.md,GTQ_05C_Why_Physics_Is_Broken_In_Two,100:O:\_Theophysics_v3\04_THEOPYHISCS\___THE CONVERGENCE TX 6.6\GENESIS TO QUANTUM The Seven-Article Series\GTQ_05C_Why_Physics_Is_Broken_In_Two.md
genesis-to-quantum\gtq-15-reality-needs-three.html,GTQ-15 Why Reality Needs Three — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06_Why_Reality_Needs_Three.md,GTQ_06_Why_Reality_Needs_Three,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06_Why_Reality_Needs_Three.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\05_Why Reality Needs Three.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\05_Why Reality Needs Three.md
genesis-to-quantum\gtq-15-why-reality-needs-three.html,GTQ-15 Why Reality Needs Three — Genesis to Quantum,3,100,exact-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06_Why_Reality_Needs_Three.md,GTQ_06_Why_Reality_Needs_Three,100:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A5.7] Trinity\GTQ_06_Why_Reality_Needs_Three.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\05_Why Reality Needs Three.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\05_Why Reality Needs Three.md
genesis-to-quantum\gtq-16-photon-isnt-watching.html,GTQ-16 The Photon Isn't Watching You Back — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\06_Why the Photon Isn't Watching You Back.md,06_Why the Photon Isn't Watching You Back,80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\06_Why the Photon Isn't Watching You Back.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\06_Why the Photon Isn't Watching You Back.md
genesis-to-quantum\gtq-17-ran-the-numbers.html,GTQ-17 We Actually Ran the Numbers — Genesis to Quantum,0,,,,,
genesis-to-quantum\gtq-18-eraser-and-cross.html,GTQ-18 The Eraser and the Cross — Genesis to Quantum,2,80,contains-title,O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\07_The Eraser and the Cross.md,07_The Eraser and the Cross,80:O:\_Theophysics_v3\04_THEOPYHISCS\[TX_A6.6] THE CONVERGENCE\GENESIS TO QUANTUM The Seven-Article Series\07_The Eraser and the Cross.md; 80:O:\_Theophysics_v3\04_THEOPYHISCS\The Convergence\GENESIS TO QUANTUM The Seven-Article Series\07_The Eraser and the Cross.md
