equation_id,latex,lookup_key,source_kind,pattern_name,source_snippet,source_path,lane,article_slug
consciousness-parallel-laws-EQ-010,M = \frac{|P_{\text{observed}} - P_{\text{expected}}|}{\sigma_{P}} &gt; k,mpobservedpexpectedsigmapgtk,page_scan,display_dollars,$$M = \frac{|P_{\text{observed}} - P_{\text{expected}}|}{\sigma_{P}} &gt; k$$,consciousness/consciousness-parallel-laws.html,consciousness,consciousness-parallel-laws
consciousness-parallel-laws-EQ-011,P(\text{intervention}) = 1 - e^{-(F \cdot A \cdot T)/\lambda},pintervention1efat,page_scan,display_dollars,$$P(\text{intervention}) = 1 - e^{-(F \cdot A \cdot T)/\lambda}$$,consciousness/consciousness-parallel-laws.html,consciousness,consciousness-parallel-laws
consciousness-parallel-laws-EQ-012,\Psi_{\text{prayer}} = \Omega_{\text{intent}} \cdot \Omega_{\text{faith}} \cdot \Omega_{\text{alignment}},psiprayerintentfaithalignment,page_scan,display_dollars,$$\Psi_{\text{prayer}} = \Omega_{\text{intent}} \cdot \Omega_{\text{faith}} \cdot \Omega_{\text{alignment}}$$,consciousness/consciousness-parallel-laws.html,consciousness,consciousness-parallel-laws
consciousness-parallel-laws-EQ-013,"\Psi_{\text{collective}} = \sum_{i=1}^{n} \alpha_i \Psi_{\text{individual},i} + \beta \prod_{i=1}^{n} \Psi_{\text{individual},i}",psicollectivei1nipsiindividualii1npsiindividuali,page_scan,display_dollars,"$$\Psi_{\text{collective}} = \sum_{i=1}^{n} \alpha_i \Psi_{\text{individual},i} + \beta \prod_{i=1}^{n} \Psi_{\text{individual},i}$$",consciousness/consciousness-parallel-laws.html,consciousness,consciousness-parallel-laws
consciousness-reality-assessment-wrapped-EQ-001,(\Box + m_\chi^2)\chi = J_\chi,mchi2chijchi,page_scan,display_dollars,$$(\Box + m_\chi^2)\chi = J_\chi$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-002,\Box\chi + V'(\chi) = G,vchig,page_scan,display_dollars,$$\Box\chi + V'(\chi) = G$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-003,"\mathcal{L}_{LLC} = \chi(t)\left(\frac{d}{dt}\sum_i \mathcal{F}_i\right)^2 - V(\chi, S)",lllcchitddtifi2vchis,page_scan,display_dollars,"$$\mathcal{L}_{LLC} = \chi(t)\left(\frac{d}{dt}\sum_i \mathcal{F}_i\right)^2 - V(\chi, S)$$",consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-004,\frac{d\chi}{dt} = -\alpha S(t) + \beta\left(\sum_i \mathcal{F}_i\right),dchidtstifi,page_scan,display_dollars,$$\frac{d\chi}{dt} = -\alpha S(t) + \beta\left(\sum_i \mathcal{F}_i\right)$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-005,Z_C \Box C - \frac{\partial V}{\partial C} + \alpha_1 \mathcal{R} + \alpha_2 \frac{\partial f}{\partial C} W_\mu W^\mu = 0,zccvc1r2fcwmuwmu0,page_scan,display_dollars,$$Z_C \Box C - \frac{\partial V}{\partial C} + \alpha_1 \mathcal{R} + \alpha_2 \frac{\partial f}{\partial C} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-006,Z_S \Box S - \frac{\partial V}{\partial S} + \alpha_2 \frac{\partial f}{\partial S} W_\mu W^\mu = 0,zssvs2fswmuwmu0,page_scan,display_dollars,$$Z_S \Box S - \frac{\partial V}{\partial S} + \alpha_2 \frac{\partial f}{\partial S} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-007,Z_F \Box F - \frac{\partial V}{\partial F} + \alpha_2 \frac{\partial f}{\partial F} W_\mu W^\mu = 0,zffvf2ffwmuwmu0,page_scan,display_dollars,$$Z_F \Box F - \frac{\partial V}{\partial F} + \alpha_2 \frac{\partial f}{\partial F} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-008,Z_Q \Box Q - \frac{\partial V}{\partial Q} + \alpha_2 \frac{\partial f}{\partial Q} W_\mu W^\mu = 0,zqqvq2fqwmuwmu0,page_scan,display_dollars,$$Z_Q \Box Q - \frac{\partial V}{\partial Q} + \alpha_2 \frac{\partial f}{\partial Q} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-009,\nabla_\mu H^{\mu\nu} + \alpha_2 f(\cdot) W^\nu = 0,muhmunu2fwnu0,page_scan,display_dollars,$$\nabla_\mu H^{\mu\nu} + \alpha_2 f(\cdot) W^\nu = 0$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-010,V(\chi) = \frac{1}{2}m^2\chi^2 + \frac{\lambda}{4}\chi^4 + \text{higher terms},vchi12m2chi24chi4higherterms,page_scan,display_dollars,$$V(\chi) = \frac{1}{2}m^2\chi^2 + \frac{\lambda}{4}\chi^4 + \text{higher terms}$$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-011,\Box = \partial^2/\partial t^2 - \nabla^2,2t22,page_scan,inline_dollars,$\Box = \partial^2/\partial t^2 - \nabla^2$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-012,m_\chi,mchi,page_scan,inline_dollars,$m_\chi$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-013,J_\chi,jchi,page_scan,inline_dollars,$J_\chi$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-014,"\chi(x,t) = A \exp(i(kx - \omega t))",chixtaikxt,page_scan,inline_dollars,"$\chi(x,t) = A \exp(i(kx - \omega t))$",consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-015,V'(\chi),vchi,page_scan,inline_dollars,$V'(\chi)$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-016,"\mathcal{F}_i = \{G, M, E, S, T, K, R, Q, F, C\}",figmestkrqfc,page_scan,inline_dollars,"$\mathcal{F}_i = \{G, M, E, S, T, K, R, Q, F, C\}$",consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-017,d\chi/dt &lt; 0,dchidtlt0,page_scan,inline_dollars,$d\chi/dt &lt; 0$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-018,d\chi/dt &gt; 0,dchidtgt0,page_scan,inline_dollars,$d\chi/dt &gt; 0$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-019,W_\mu,wmu,page_scan,inline_dollars,$W_\mu$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-020,\langle\chi\rangle = \chi_0 \neq 0,chi0ne0,page_scan,inline_dollars,$\langle\chi\rangle = \chi_0 \neq 0$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-021,"V(\chi, S) = \alpha S(t)(1-\chi(t))^2",vchisst1chit2,page_scan,inline_dollars,"$V(\chi, S) = \alpha S(t)(1-\chi(t))^2$",consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-022,\chi = 0,chi0,page_scan,inline_dollars,$\chi = 0$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-wrapped-EQ-023,\chi = 1,chi1,page_scan,inline_dollars,$\chi = 1$,consciousness/consciousness-reality-assessment-wrapped.html,consciousness,consciousness-reality-assessment-wrapped
consciousness-reality-assessment-EQ-001,(\Box + m_\chi^2)\chi = J_\chi,mchi2chijchi,page_scan,display_dollars,$$(\Box + m_\chi^2)\chi = J_\chi$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-002,\Box\chi + V'(\chi) = G,vchig,page_scan,display_dollars,$$\Box\chi + V'(\chi) = G$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-003,"\mathcal{L}_{LLC} = \chi(t)\left(\frac{d}{dt}\sum_i \mathcal{F}_i\right)^2 - V(\chi, S)",lllcchitddtifi2vchis,page_scan,display_dollars,"$$\mathcal{L}_{LLC} = \chi(t)\left(\frac{d}{dt}\sum_i \mathcal{F}_i\right)^2 - V(\chi, S)$$",consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-004,\frac{d\chi}{dt} = -\alpha S(t) + \beta\left(\sum_i \mathcal{F}_i\right),dchidtstifi,page_scan,display_dollars,$$\frac{d\chi}{dt} = -\alpha S(t) + \beta\left(\sum_i \mathcal{F}_i\right)$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-005,Z_C \Box C - \frac{\partial V}{\partial C} + \alpha_1 \mathcal{R} + \alpha_2 \frac{\partial f}{\partial C} W_\mu W^\mu = 0,zccvc1r2fcwmuwmu0,page_scan,display_dollars,$$Z_C \Box C - \frac{\partial V}{\partial C} + \alpha_1 \mathcal{R} + \alpha_2 \frac{\partial f}{\partial C} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-006,Z_S \Box S - \frac{\partial V}{\partial S} + \alpha_2 \frac{\partial f}{\partial S} W_\mu W^\mu = 0,zssvs2fswmuwmu0,page_scan,display_dollars,$$Z_S \Box S - \frac{\partial V}{\partial S} + \alpha_2 \frac{\partial f}{\partial S} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-007,Z_F \Box F - \frac{\partial V}{\partial F} + \alpha_2 \frac{\partial f}{\partial F} W_\mu W^\mu = 0,zffvf2ffwmuwmu0,page_scan,display_dollars,$$Z_F \Box F - \frac{\partial V}{\partial F} + \alpha_2 \frac{\partial f}{\partial F} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-008,Z_Q \Box Q - \frac{\partial V}{\partial Q} + \alpha_2 \frac{\partial f}{\partial Q} W_\mu W^\mu = 0,zqqvq2fqwmuwmu0,page_scan,display_dollars,$$Z_Q \Box Q - \frac{\partial V}{\partial Q} + \alpha_2 \frac{\partial f}{\partial Q} W_\mu W^\mu = 0$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-009,\nabla_\mu H^{\mu\nu} + \alpha_2 f(\cdot) W^\nu = 0,muhmunu2fwnu0,page_scan,display_dollars,$$\nabla_\mu H^{\mu\nu} + \alpha_2 f(\cdot) W^\nu = 0$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-010,V(\chi) = \frac{1}{2}m^2\chi^2 + \frac{\lambda}{4}\chi^4 + \text{higher terms},vchi12m2chi24chi4higherterms,page_scan,display_dollars,$$V(\chi) = \frac{1}{2}m^2\chi^2 + \frac{\lambda}{4}\chi^4 + \text{higher terms}$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-011,\rho_\chi = \frac{1}{2}\dot{\chi}^2 + V(\chi),rhochi12chi2vchi,page_scan,display_dollars,$$\rho_\chi = \frac{1}{2}\dot{\chi}^2 + V(\chi)$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-012,H^2 = \frac{8\pi G}{3}(\rho_m + \rho_\chi),h28pig3rhomrhochi,page_scan,display_dollars,$$H^2 = \frac{8\pi G}{3}(\rho_m + \rho_\chi)$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-013,\rho_\chi = T_{\mu\nu}^{(\chi)} u^\mu u^\nu \geq 0,rhochitmunuchiumuunuge0,page_scan,display_dollars,$$\rho_\chi = T_{\mu\nu}^{(\chi)} u^\mu u^\nu \geq 0$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-014,\omega^2 = k^2 c^2 + \frac{m_\chi^2 c^4}{\hbar^2},2k2c2mchi2c4hbar2,page_scan,display_dollars,$$\omega^2 = k^2 c^2 + \frac{m_\chi^2 c^4}{\hbar^2}$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-015,"x^A = (ct, x, y, z, \mathfrak{s})",xactxyzs,page_scan,display_dollars,"$$x^A = (ct, x, y, z, \mathfrak{s})$$",consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-016,\omega^2 = k^2 c^2 + V''(\chi_0),2k2c2vchi0,page_scan,display_dollars,$$\omega^2 = k^2 c^2 + V''(\chi_0)$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-017,\chi_{\mu\nu} = \partial_\mu \chi \partial_\nu \chi - \frac{1}{2}g_{\mu\nu}(\partial\chi)^2 - V(\chi)g_{\mu\nu},chimunumuchinuchi12gmunu2vchigmunu,page_scan,display_dollars,$$\chi_{\mu\nu} = \partial_\mu \chi \partial_\nu \chi - \frac{1}{2}g_{\mu\nu}(\partial\chi)^2 - V(\chi)g_{\mu\nu}$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-018,T_{\mu\nu} = \frac{2}{\sqrt{-g}}\frac{\delta(\sqrt{-g}\mathcal{L}_\chi)}{\delta g^{\mu\nu}},tmunu2gglchigmunu,page_scan,display_dollars,$$T_{\mu\nu} = \frac{2}{\sqrt{-g}}\frac{\delta(\sqrt{-g}\mathcal{L}_\chi)}{\delta g^{\mu\nu}}$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-019,T_{\mu\nu}^{(\chi)} = \sum_\phi Z_\phi\left(\nabla_\mu\phi\nabla_\nu\phi - \frac{1}{2}g_{\mu\nu}\nabla_\alpha\phi\nabla^\alpha\phi\right) + H_{\mu\alpha}H_\nu{}^\alpha - \frac{1}{4}g_{\mu\nu}H^2 + \alpha_2 f W_\mu W_\nu + \text{(potential terms)},tmunuchizmunu12gmunuhmuhnu14gmunuh22fwmuwnupotentialterms,page_scan,display_dollars,$$T_{\mu\nu}^{(\chi)} = \sum_\phi Z_\phi\left(\nabla_\mu\phi\nabla_\nu\phi - \frac{1}{2}g_{\mu\nu}\nabla_\alpha\phi\nabla^\alpha\phi\right) + H_{\mu\alpha}H_\nu{}^\alpha - \frac{1},consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-020,G_{\mu\nu} + \Lambda g_{\mu\nu} = \frac{8\pi G}{c^4}T_{\mu\nu} + \kappa\chi_{\mu\nu},gmunulambdagmunu8pigc4tmunumunu,page_scan,display_dollars,$$G_{\mu\nu} + \Lambda g_{\mu\nu} = \frac{8\pi G}{c^4}T_{\mu\nu} + \kappa\chi_{\mu\nu}$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-021,f\sigma_8(z=0.5) = 0.421 \pm 0.019,fsigma8z0504210019,page_scan,display_dollars,$$f\sigma_8(z=0.5) = 0.421 \pm 0.019$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-022,f\sigma_8(z=0.5) = 0.447 \pm 0.012,fsigma8z0504470012,page_scan,display_dollars,$$f\sigma_8(z=0.5) = 0.447 \pm 0.012$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-023,\frac{d_L^{\text{Grace}}(z) - d_L^{\Lambda\text{CDM}}(z)}{d_L^{\Lambda\text{CDM}}(z)} \approx 0.02\left(\frac{z}{2}\right)^{1.5},dlgracezdllambdacdmzdllambdacdmz002z215,page_scan,display_dollars,$$\frac{d_L^{\text{Grace}}(z) - d_L^{\Lambda\text{CDM}}(z)}{d_L^{\Lambda\text{CDM}}(z)} \approx 0.02\left(\frac{z}{2}\right)^{1.5}$$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-024,\Box = \partial^2/\partial t^2 - \nabla^2,2t22,page_scan,inline_dollars,$\Box = \partial^2/\partial t^2 - \nabla^2$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-025,m_\chi,mchi,page_scan,inline_dollars,$m_\chi$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-026,J_\chi,jchi,page_scan,inline_dollars,$J_\chi$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-027,"\chi(x,t) = A \exp(i(kx - \omega t))",chixtaikxt,page_scan,inline_dollars,"$\chi(x,t) = A \exp(i(kx - \omega t))$",consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-028,V'(\chi),vchi,page_scan,inline_dollars,$V'(\chi)$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-029,"\mathcal{F}_i = {G, M, E, S, T, K, R, Q, F, C}",figmestkrqfc,page_scan,inline_dollars,"$\mathcal{F}_i = {G, M, E, S, T, K, R, Q, F, C}$",consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-030,d\chi/dt &lt; 0,dchidtlt0,page_scan,inline_dollars,$d\chi/dt &lt; 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-031,d\chi/dt &gt; 0,dchidtgt0,page_scan,inline_dollars,$d\chi/dt &gt; 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-032,W_\mu,wmu,page_scan,inline_dollars,$W_\mu$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-033,\langle\chi\rangle = \chi_0 \neq 0,chi0ne0,page_scan,inline_dollars,$\langle\chi\rangle = \chi_0 \neq 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-034,"V(\chi, S) = \alpha S(t)(1-\chi(t))^2",vchisst1chit2,page_scan,inline_dollars,"$V(\chi, S) = \alpha S(t)(1-\chi(t))^2$",consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-035,\chi = 0,chi0,page_scan,inline_dollars,$\chi = 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-036,\chi = 1,chi1,page_scan,inline_dollars,$\chi = 1$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-037,(1/2)\dot{\chi}^2,12chi2,page_scan,inline_dollars,$(1/2)\dot{\chi}^2$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-038,\rho_m,rhom,page_scan,inline_dollars,$\rho_m$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-039,\rho_\chi,rhochi,page_scan,inline_dollars,$\rho_\chi$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-040,"u^\mu = (1, 0, 0, 0)",umu1000,page_scan,inline_dollars,"$u^\mu = (1, 0, 0, 0)$",consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-041,\kappa \sim 10^{-69},1069,page_scan,inline_dollars,$\kappa \sim 10^{-69}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-042,^{-1},1,page_scan,inline_dollars,$^{-1}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-043,^{-2},2,page_scan,inline_dollars,$^{-2}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-044,\rho_{DE} \sim 10^{-29},rhode1029,page_scan,inline_dollars,$\rho_{DE} \sim 10^{-29}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-045,(\Box + m_\chi^2)\chi = 0,mchi2chi0,page_scan,inline_dollars,$(\Box + m_\chi^2)\chi = 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-046,m_\chi = 0,mchi0,page_scan,inline_dollars,$m_\chi = 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-047,m_\chi &gt; 0,mchigt0,page_scan,inline_dollars,$m_\chi &gt; 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-048,v_g = c^2 k/\omega &lt; c,vgc2kltc,page_scan,inline_dollars,$v_g = c^2 k/\omega &lt; c$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-049,g_{\mu\nu},gmunu,page_scan,inline_dollars,$g_{\mu\nu}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-050,\mathfrak{s},s,page_scan,inline_dollars,$\mathfrak{s}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-051,\chi = \chi_0 + \delta\chi,chichi0,page_scan,inline_dollars,$\chi = \chi_0 + \delta\chi$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-052,V''(\chi_0),vchi0,page_scan,inline_dollars,$V''(\chi_0)$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-053,v \leq c,vlec,page_scan,inline_dollars,$v \leq c$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-054,V''(\chi_0) \geq 0,vchi0ge0,page_scan,inline_dollars,$V''(\chi_0) \geq 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-055,H_{\mu\nu},hmunu,page_scan,inline_dollars,$H_{\mu\nu}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-056,\kappa\chi_{\mu\nu} \neq 0,munune0,page_scan,inline_dollars,$\kappa\chi_{\mu\nu} \neq 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-057,\chi \to 0,chito0,page_scan,inline_dollars,$\chi \to 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-058,\chi_{\mu\nu} \to 0,chimunuto0,page_scan,inline_dollars,$\chi_{\mu\nu} \to 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-059,\Lambda \sim 10^{-52},lambda1052,page_scan,inline_dollars,$\Lambda \sim 10^{-52}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-060,\chi,chi,page_scan,inline_dollars,$\chi$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-061,8 \times 10^9,8109,page_scan,inline_dollars,$8 \times 10^9$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-062,10^{-30},1030,page_scan,inline_dollars,$10^{-30}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-063,\Lambda_{\text{eff}},lambdaeff,page_scan,inline_dollars,$\Lambda_{\text{eff}}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-064,\chi_{\mu\nu},chimunu,page_scan,inline_dollars,$\chi_{\mu\nu}$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-065,H_0,h0,page_scan,inline_dollars,$H_0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-066,w_0,w0,page_scan,inline_dollars,$w_0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-067,w_a,wa,page_scan,inline_dollars,$w_a$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-068,\sigma_8,sigma8,page_scan,inline_dollars,$\sigma_8$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-069,z \approx 0.43 \pm 0.09,z043009,page_scan,inline_dollars,$z \approx 0.43 \pm 0.09$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-070,w_0 &gt; -1,w0gt1,page_scan,inline_dollars,$w_0 &gt; -1$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-071,w_0 \approx -0.7,w007,page_scan,inline_dollars,$w_0 \approx -0.7$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-072,z \sim 0.5,z05,page_scan,inline_dollars,$z \sim 0.5$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-073,w_a &lt; 0,walt0,page_scan,inline_dollars,$w_a &lt; 0$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-074,w_a \approx -1,wa1,page_scan,inline_dollars,$w_a \approx -1$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
consciousness-reality-assessment-EQ-075,w_0 = -0.827,w00827,page_scan,inline_dollars,$w_0 = -0.827$,consciousness/consciousness-reality-assessment.html,consciousness,consciousness-reality-assessment
